"g_nero","municipio_de_nacimiento","pa_s","municipio_direcci_n","barrio_direcci_n","estrato","estado_civil","eps","grupo_sisben","zona","nivel_de_formaci_n","ocupaci_n","medio_de_transporte","multiculturalidad","estado","fecha_de_matr_cula","jornada","programa","per_odo","nivel","edad"
"Femenino","Envigado","Colombia","Envigado","La Inmaculada","4","Soltero(a)","EPS Sura","N0","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2021-10-01T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Envigado","Colombia","Envigado","Barrio Mesa","3","Separado(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria",,"Sin respuesta","No aplica","Cancelado","2016-01-22T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2016-1","SEMESTRE 1","51"
"Masculino","Sin respuesta","Colombia","Medellín","Villa Hermosa","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Graduado","2014-06-21T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015- 1","SEMESTRE 2","27"
"Masculino","Medellín","Colombia","Envigado","San Rafael","3","Soltero(a)","EPS Sura","A1","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Activo","2021-01-28T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2022-1","SEMESTRE 2","18"
"Masculino","Medellín","Colombia","Envigado","Alto De Misael","3","Soltero(a)","EPS Sura","C4","Urbana","Media","Estudiante superior","Peatón","No aplica","Activo","2022-02-02T10:00:00Z","DIURNA","25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS","2022-1","SEMESTRE 1","19"
"Masculino","Manizales","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Medellín","Colombia","Envigado","Alcalá",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-17T10:00:00Z","DIURNA","EXTENSIÓN MANIPULACIÓN DE ALIMENTOS","2020-2","SEMESTRE 1","58"
"Masculino","Medellín","Colombia","Envigado","Jardines","5","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2018-07-13T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2019-1","SEMESTRE 2","23"
"Masculino","Medellín","Colombia","Envigado","Las Antillas","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Desempleado","Moto","No aplica","Inactivo","2018-01-23T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2020-1","SEMESTRE 2","36"
"Masculino","Sin respuesta","Colombia","Envigado","La Sebastiana","1","Soltero(a)","No Aplica","Sin respuesta","Urbana - rural","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2014-2","SEMESTRE 1","35"
"Femenino","Itagui","Colombia","Envigado","La Magnolia","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Bicicleta","No aplica","Inactivo","2018-07-16T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-1","SEMESTRE 2","29"
"Masculino","Montelíbano","Colombia","Envigado","La Mina","1","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Cancelado","2016-05-20T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2016-2","SEMESTRE 1","34"
"Masculino","Medellín","Colombia","Itagui","San Pio X","3","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Básica secundaria","Empleado","Sin respuesta","No aplica","Inactivo","2015-07-03T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2015-2","SEMESTRE 1","29"
"Femenino","Medellín","Colombia","Envigado","Alcalá","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Particular Motocicleta","No aplica","Inactivo","2016-06-10T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2016-2","SEMESTRE 1","44"
"Masculino","Pereira","Colombia","Itagui","San Francisco (Bariloche)","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Inactivo","2015-07-21T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2015-2","SEMESTRE 1","25"
"Masculino","Sin respuesta","Colombia","Envigado","La Sebastiana",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2016-09-21T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2016-2","SEMESTRE 2","50"
"Femenino","Bogotá","Colombia","Sabaneta","Calle Larga","2","Soltero(a)","Sanitas EPS","C13","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2021-09-21T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Femenino","Medellín","Colombia","Envigado","Loma Del Barro","3","Soltero(a)","Sanitas EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Otro","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","18"
"Femenino","Envigado","Colombia","Envigado","Alcalá","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2019-01-21T10:00:00Z","NOCHE","02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL","2019-2","SEMESTRE 2","28"
"Masculino","Sin respuesta","Colombia","Medellín","San Antonio De Prado","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2015-12-03T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2015-2","SEMESTRE 2","36"
"Masculino","Andes","Colombia","Envigado","El Salado","2","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Cancelado","2019-06-21T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2019-2","SEMESTRE 1","45"
"Femenino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Público Metro","No aplica","Graduado","2019-02-04T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2019-1","SEMESTRE 1","50"
"Femenino","Caucasia","Colombia","Envigado","Alto De Misael","2","Unión libre","EPS Sura","C9","Urbana","Básica secundaria","Estudiante superior","Peatón","No aplica","Activo","2021-01-31T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2022-1","SEMESTRE 2","27"
"Masculino","Caldas","Colombia","Caldas","Andalucía","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Sin respuesta",,"Público Bus o Buseta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","19"
"Femenino","Envigado","Colombia","Envigado","Loma De Las Brujas","4","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Inactivo","2018-02-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA GASTRONOMÍA INT","2016 - MT","ONCE","20"
"Masculino","Envigado","Colombia","Envigado","Loma Del Barro","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Bicicleta","No aplica","Graduado","2018-06-08T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-1","SEMESTRE 2","22"
"Femenino","Urrao","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","A3","Urbana","Sin respuesta","Estudiante básica","Particular Automóvil","No aplica","Activo","2021-08-21T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Envigado","Colombia","Envigado","Primavera","2","Sin Respuesta","Sanitas EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-09-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Medellín","Colombia","Medellín","Sin respuesta","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Desempleado","A Pie","No aplica","Cancelado","2017-05-08T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2017-2","SEMESTRE 1","22"
"Masculino","Envigado","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","C4","Urbana","Básica secundaria","Empleado","Moto","No aplica","Inactivo","2020-08-15T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2021-2","SEMESTRE 2","33"
"Masculino","Itagui","Colombia","Envigado","Vereda - El Escobero","2","Soltero(a)","SISBEN","A3","Rural","Media","Independiente","Público Bus o Buseta","No aplica","Aplazamiento Semestre","2019-06-18T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2020-1","SEMESTRE 2","22"
"Femenino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Sancionado","2018-06-07T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2018-2","SEMESTRE 1","23"
"Femenino","Liborina","Colombia","Envigado","Sin respuesta","2","Viudo(a)","No Aplica","Sin respuesta","Urbana","Media","Desempleado","Sin respuesta","Cabeza de familia","Inactivo","2015-02-03T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2015- 1","SEMESTRE 1","54"
"Masculino","Itagui","Colombia","Envigado","El Trianón","3","Soltero(a)","Suramericana","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-06-29T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2017-1","SEMESTRE 2","29"
"Femenino","Envigado","Colombia","Envigado","La Sebastiana","2","Soltero(a)","EPS Sura","D","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-08-31T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Medellín","Colombia","Medellín","San Antonio De Prado","2","Sin Respuesta","Comfenalco valle E.P.S.","Sin respuesta","Urbana - rural","Sin respuesta","Estudiante básica","Taxi","No aplica","Inactivo","2020-08-20T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Femenino","Montería","Colombia","Medellín","Sin respuesta","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Sin respuesta",,"Público Bus o Buseta","No aplica","Cancelado","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Medellín","Colombia","Itagui","Santa María","3","Soltero(a)","Cafesalud  EPS","Sin respuesta","Urbana","Básica secundaria",,"Carro Particular","No aplica","Inactivo","2017-06-12T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2017-2","SEMESTRE 1","21"
"Femenino","Medellín","Colombia","Envigado","La Paz","3","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-09-09T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Sin respuesta","Colombia","Envigado","El Salado","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria","Independiente","Público Bus o Buseta","No aplica","Inactivo","2017-07-13T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2018-1","SEMESTRE 2","40"
"Masculino","Sin respuesta","Colombia","Envigado","Sin respuesta","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Cancelado","2014-06-21T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2016-2","SEMESTRE 2","42"
"Femenino","Cali","Colombia","Envigado","Loma Del Barro","4","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Graduado","2015-02-03T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2015-2","SEMESTRE 2","25"
"Masculino","Envigado","Colombia","Envigado","Los Naranjos",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-16T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","57"
"Masculino","Envigado","Colombia","Envigado","El Trianón","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","C7","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Activo","2022-01-27T10:00:00Z","NOCHE","16T-TÉCNICO LABORAL EN ELECTRICISTA","2022-1","SEMESTRE 1","29"
"Masculino","Envigado","Colombia","Envigado","Las Orquídeas","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2018-01-19T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2018-2","SEMESTRE 2","32"
"Femenino","Itagui","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2016-06-13T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2017-2","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","San José",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Cancelado","2018-02-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018 - MT","DÉCIMO","19"
"Femenino","Itagui","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Aplazamiento Semestre","2018-01-17T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2018-2","SEMESTRE 2","40"
"Masculino","Envigado","Colombia","Envigado","Barrio Obrero",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2016-06-27T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-2","SEMESTRE 1","31"
"Masculino","Sin respuesta","Colombia","Envigado","Obrero","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2014-2","SEMESTRE 1","34"
"Femenino","Fredonia","Colombia","Envigado","El Dorado","4","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Peatón","No aplica","Cancelado","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Masculino","Envigado","Colombia","Envigado","Los Naranjos","3","Divorciado(a)","SISBEN","Sin respuesta","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Graduado","2020-01-08T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021-2","SEMESTRE 2","59"
"Femenino","Envigado","Colombia","Envigado","Barrio Mesa","3","Sin Respuesta","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-08-30T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Medellín","Colombia","Envigado","El Salado",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Graduado","2019-02-23T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019 - MT","ONCE","18"
"Femenino","Envigado","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante básica","Público Bus o Buseta","No aplica","Cancelado","2018-01-18T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 1","22"
"Masculino","Envigado","Colombia","Envigado","La Pradera","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Otro","No aplica","Sancionado","2017-06-12T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2017-2","SEMESTRE 1","25"
"Masculino","Medellín","Colombia","Envigado","La Pradera","3","Casado(a)","Coomeva EPS","Sin respuesta","Urbana","Pregrado","Independiente","Sin respuesta","No aplica","Aplazamiento Semestre","2015-07-07T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-1","SEMESTRE 2","43"
"Masculino","Medellín","Colombia","Envigado","El Trianón","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Moto","No aplica","Graduado","2016-11-30T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2018-2","SEMESTRE 2","40"
"Femenino","Támesis","Colombia","Envigado","El Salado","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Desempleado","Público Bus o Buseta","No aplica","Sin estado",,"SÁBADOS","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO",,,"30"
"Femenino","Envigado","Colombia","Envigado","Loma Del Barro","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2019-07-10T10:00:00Z","NOCHE","02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL","2020-1","SEMESTRE 2","30"
"Masculino","Bucaramanga","Colombia","Envigado","El Salado","2","Soltero(a)","EPS Sura","Sin respuesta","Rural","Media","Estudiante superior","Bicicleta","No aplica","Inactivo","2020-01-30T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2020-2","SEMESTRE 2","20"
"Femenino","La Dorada","Colombia","Retiro","Los Salados","2","Soltero(a)","EPS Sura","Sin respuesta","Rural","Sin respuesta",,"Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Envigado","Colombia","Envigado","La Mina",,"Soltero(a)","EPS Sura","B2","Urbana","Sin respuesta","Estudiante básica","Público Taxi","No aplica","Activo","2021-09-21T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Medellín","Colombia","Envigado","San José","3","Soltero(a)","Cafesalud  EPS","Sin respuesta","Urbana","Pregrado","Estudiante superior","Sin respuesta","No aplica","Graduado","2015-02-03T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2015-2","SEMESTRE 2","27"
"Femenino","Belén De Los Andaquies","Colombia","Envigado","Las Casitas",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-22T10:00:00Z","DIURNA","EXTENSIÓN EXCEL AVANZADO","2020-2","SEMESTRE 1","54"
"Masculino","Envigado","Colombia","Envigado","San Marcos","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Sin respuesta","No aplica","Inactivo","2016-01-09T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2016-1","SEMESTRE 1","28"
"Femenino","Envigado","Colombia","Envigado","La Paz","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2015-12-16T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2016-2","SEMESTRE 2","23"
"Masculino","Lorica","Colombia","Envigado","San Rafael","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Independiente","A Pie","No aplica","Aplazamiento Semestre","2018-07-12T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-1","SEMESTRE 2","26"
