"incidentnum","servyr","servnumid","primaryoc","moniker","age_class","from_age","to_age","race","ethnic","sex","height","weight","build","complexion","eyes","glasses","hair","hairlenght","voice","facialhair","facialhaircolor","peculiarities","comment","created_on","updated_on"
"154437-2020","2020","154437-2020-01","MA-23990193-F189","TWIN",,"0","0","White","Hispanic or Latino","Male",,,,,,,,,,,,,"Clothing Description: WHITE T-SHIRT W/ GOLD LOGO, BLUE JEANS Trademark: TATTOOS ON HIS FACE","2020-09-02 22:38:27.0000000","2021-02-05 13:02:14.0000000"
"185055-2021","2021","185055-2021-01","MA-22990004-F1",,,"25","30","Black",,"Male",,,,,,,,,,,,,"Comments: SUSPECT BROKE CAR WINDOW/ENTERED/TOOK PROP. Clothing Description: DARK CLOTHING/GLOVES Trademark: BMW-WINDOW BREAKER","2021-10-14 10:43:32.0000000","2021-10-14 10:43:34.0000000"
"091962-2018","2018","091962-2018-01","F2-22990002-E6",,,"35","40","White",,"Male","6'00''","180","Medium","Light","Unknown","No","N/A","Bald","Unknown","None","N/A",,"Clothing Description: WHITE SHIRT, DARK COLORED PANTS","2018-05-02 03:11:19.0000000","2018-05-02 03:11:25.0000000"
"020061-2019","2019","020061-2019-01","F3-48010020-U275","TYCE OR TYRONE",,"30","35","Black","Non-Hispanic or Latino","Male","5'07''","150","Medium",,,,,,,,,,"Clothing Description: BLACK HOODIE AND DARK PANTS","2019-01-30 11:19:59.0000000","2019-01-30 11:20:22.0000000"
"244684-2015","2015","244684-2015-01",,,,"20","22","Hispanic or Latino","Hispanic or Latino","Male","5'09''","180","Medium",,,,,,"Masculine",,,,"Shirt: RED SWEATSHIRT Pants: LIGHT BLUE JEANS Additional Clothing: RED SWEATSHIRT W/HOODIE, LIGHT BLUE JEANS, BLACK BANDANA","2015-10-21 05:37:34.0000000","2015-10-21 05:37:34.0000000"
"137158-2019","2019","137158-2019-01","F2-22990002-E6",,,"30","35","Black",,"Male",,,,,,,"Black","Short",,,,,"Clothing Description: BLUE SKI MASK, WHITE SHIRT, AND BLUE JEANS","2019-07-08 06:04:34.0000000","2019-07-08 06:04:38.0000000"
"119958-2016","2016","119958-2016-01",,,,"18","22","Black",,"Male","5'08''","155","Medium","Dark",,,,,,"None","N/A",,"Jacket: DARK NAVY BLUE PULL OVER Pants: BLACK BASKETBALL SHORTS W Shoe: BLACK SHOES WITH WHITE TRIM Additional Clothing: DARK NAVY/ BLACK PULLOVER JACKET  AND BLACK BASKET BALL SHORTS WITH WHITE STRIP, WEARING  BLACK SJOES WITH WHITE TRIM","2016-05-20 05:50:05.0000000","2016-05-20 05:50:05.0000000"
"187597-2019","2019","187597-2019-01","NA-99999999-Z2",,,"17","99","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2019-09-19 04:26:52.0000000","2019-09-19 04:26:52.0000000"
"129291-2019","2019","129291-2019-01","FS-23990194-F195",,,"20","40","Black",,"Male",,,,,,,,,,,,,,"2019-08-09 09:27:46.0000000","2019-08-09 09:27:50.0000000"
"199747-2017","2017","199747-2017-01",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,"Blonde",,,,,,"Shirt: RED Pants: BLACK Additional Clothing: BLACK PANTS RED SHIRT","2017-08-31 23:37:46.0000000","2017-08-31 23:37:46.0000000"
"209122-2017","2017","209122-2017-02",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2017-09-12 21:09:35.0000000","2017-09-12 21:09:35.0000000"
"221700-2018","2018","221700-2018-01","MB-54990007-V11",,,"25","35","Unknown","Unknown","Male",,,,,,,,,,,,,,"2018-10-09 06:48:42.0000000","2018-10-09 06:48:42.0000000"
"061377-2020","2020","061377-2020-01","NA-99999999-Z4",,,"17","99","Black","Non-Hispanic or Latino","Male",,,"Medium",,,,,,,,,,"Clothing Description: SILVER GLASSES, RED BASEBALL HAT,","2020-04-03 04:06:27.0000000","2020-04-03 04:06:28.0000000"
"164647-2019","2019","164647-2019-01","NA-99999999-Z2",,,"50","60","White","Hispanic or Latino","Male","5'56''","160",,,,,,,,,,,"Clothing Description: GREEN T SHIRT AND PANTS","2019-08-15 07:36:43.0000000","2019-08-15 07:36:45.0000000"
"251695-2018","2018","251695-2018-01","MA-22990004-F1",,,"25","35","Unknown",,"Male",,,"Medium",,,,,,,,,,,"2018-11-23 14:57:23.0000000","2018-11-23 14:57:26.0000000"
"091550-2021","2021","091550-2021-01","MB-29990042-L99","CROWN",,"17","25","White","Unknown","Male","5'08''","145",,,,,,,,,,,,"2021-05-25 11:14:43.0000000","2021-05-25 11:14:52.0000000"
"263833-2018","2018","263833-2018-01","MA-13990001-H1",,,"17","99","Black","Non-Hispanic or Latino","Male",,,"Unknown","Unknown","Unknown",,,"Unknown","Unknown",,,,"Clothing Description: BLACK/ BROWN CLOTHING","2018-12-09 14:04:45.0000000","2018-12-09 14:04:47.0000000"
"073143-2021","2021","073143-2021-01","F3-13990061-H10",,,"30","50","Black","Non-Hispanic or Latino","Male","5'09''","160","Thin","Dark","Brown",,"Black","Short",,,,,"Clothing Description: BLUE WIND BREAKER JACKET, BLUE JEANS.","2021-04-27 20:54:35.0000000","2021-04-27 20:54:37.0000000"
"238316-2016","2016","238316-2016-01",,,,"22","25","Hispanic or Latino","Hispanic or Latino","Male","5'09''","230","Heavy",,,,"Brown","Long",,,,,"Shirt: RED/BLACK STRIPES Jacket: N/A Pants: BLACK CARGO Shoe: UNK Hat: N/A Additional Clothing: CASUAL Trademark: CURLY HAIR","2016-10-05 03:58:51.0000000","2016-10-05 03:58:51.0000000"
"048445-2022","2022","048445-2022-01","MA-13990001-H1","MEMPHIS",,"35","40","Black","Non-Hispanic or Latino","Male","6'60''","200","Medium",,"Brown",,"Black",,,,,,"Clothing Description: ALL BLACK SHIRT, PANTS, SHOES","2022-03-19 22:08:56.0000000","2022-03-19 22:09:16.0000000"
"191255-2021","2021","191255-2021-01","MC-99999999-L75",,,"25","30","Black","Non-Hispanic or Latino","Male","6'00''","160","Slight","Medium","Brown","No","Black","Medium","Unknown","None",,,"Clothing Description: GREEN HOODIE/GRAY PANTS/WHT AND RED SHOES.","2021-10-23 17:29:33.0000000","2021-10-23 17:29:35.0000000"
"039618-2020","2020","039618-2020-01","F2-22990002-E6",,,"21","25","Black","Non-Hispanic or Latino","Male",,,"Medium","Dark","Brown",,"Black","Short",,,,,"Clothing Description: RED AND WHITE HOODIE, BLACK PANTS, SANDALS WITH SOCKS, AND A BLACK DRAWSTRING BAG W/ WHITE WRITING","2020-02-29 01:01:45.0000000","2020-02-29 01:01:51.0000000"
"188501-2020","2020","188501-2020-01","F2-12990001-C2",,,"0","0","White","Hispanic or Latino","Male","5'05''","230","Heavy","Medium",,,"Black","Short",,,,,"Clothing Description: WHITE TOP, BLUE JEANS","2020-10-22 07:28:15.0000000","2021-02-05 14:47:49.0000000"
"142440-2019","2019","142440-2019-03","FS-22990001-E1",,,"17","99","Black","Non-Hispanic or Latino","Male","5'08''","160",,,,,,,,,,,,"2019-07-15 04:23:40.0000000","2019-07-15 04:23:41.0000000"
"064111-2019","2019","064111-2019-01","F2-12990001-C1",,,"40","50","White","Non-Hispanic or Latino","Male","6'00''","170",,,,,"Brown","Short",,"Goatee","Other",,,"2019-04-01 12:13:23.0000000","2019-04-01 12:13:36.0000000"
"142619-2018","2018","142619-2018-03","NA-99999999-Z23",,,"1","99","White",,"Male","6'01''",,,,,,,,,,,,,"2018-07-01 07:37:24.0000000","2018-07-01 07:37:26.0000000"
"055355-2019","2019","055355-2019-01","F1-12990002-C4",,,,,"Black",,"Male",,,,"Dark",,,,,,,,,"Clothing Description: ALL DARK CLOTHING, POSSIBLY WEARING BANDANA'S OVER THEIR FACES Trademark: INDIVIDUALS MATCH THE DESCRIPTION OF SUSPECTS ON 4 OTHER ARMED ROBBERY ENCOUNTERS WITHIN 2 DAYS ON CH 6.","2019-03-22 13:21:56.0000000","2019-10-15 13:27:10.0000000"
"057605-2015","2015","057605-2015-01",,,,"22","27","Black",,"Male","5'11''",,,,,,,,,,,,"Shirt: WHITE STRIPED Pants: BLUE JEANS","2015-03-15 15:04:33.0000000","2015-03-15 15:04:33.0000000"
"291628-2017","2017","291628-2017-01",,,,"20","25","Hispanic or Latino","Hispanic or Latino","Male",,,,"Light",,,,,,,,,"Shirt: WHITE SHIRT Jacket: NONE Pants: BLACK JEANS","2017-12-25 04:20:43.0000000","2017-12-25 04:20:43.0000000"
"291607-2017","2017","291607-2017-01",,,,,,"Hispanic or Latino","Hispanic or Latino","Male",,,,,,,,,,,,,,"2017-12-25 04:17:26.0000000","2017-12-25 04:17:26.0000000"
"212577-2018","2018","212577-2018-01","MA-22990004-F1",,,"18","99","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2018-09-25 15:00:11.0000000","2018-09-25 15:00:14.0000000"
"086264-2017","2017","086264-2017-01",,,,"40","60","White","Non-Hispanic or Latino","Male","5'57''","160","Medium",,"Unknown",,,"Medium",,,,,"Shirt: TANK Jacket: NONE Pants: JEANS Hat: BALL CAP","2017-04-18 08:15:09.0000000","2017-04-18 08:15:09.0000000"
"080279-2017","2017","080279-2017-01",,,,,,"Hispanic or Latino","Hispanic or Latino","Male","5'09''","160",,,,,,,,,,,"Shirt: N/A Jacket: BLACK Pants: BLACK Additional Clothing: BLACK SWEATER, BACK PACK, BLACK PANTS","2017-04-11 01:03:09.0000000","2017-04-11 01:03:09.0000000"
"123598-2015","2015","123598-2015-02",,,,"21","30","Black","Non-Hispanic or Latino","Male","5'10''","220",,,,,,,,,,,,"2015-05-31 21:51:07.0000000","2015-05-31 21:51:07.0000000"
"192315-2017","2017","192315-2017-01",,,,"40","50","Black",,"Male",,,,,,,"Black",,,"Beard","White",,"Shirt: TAN TANK TOP Pants: TAN CARGO PANTS Hat: BLACK CAP","2017-08-23 00:06:33.0000000","2017-08-23 00:06:33.0000000"
"060048-2020","2020","060048-2020-01","FS-23990132-F42",,,"0","0","Black",,"Male","5'57''","150",,,,,,,,,,,"Comments: SNATCHED COMP'S CELL PHONE OUT OF BACK POCKET WHEN COMP WAS PLACING PROPERTY INSIDE VEHICLE. Clothing Description: BLAACK HOODIE AND BLACK JEANS","2020-03-31 18:47:14.0000000","2020-07-29 14:19:21.0000000"
"055108-2020","2020","055108-2020-01","MC-99999999-NC102","PUSHEAD",,"17","99","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Clothing Description: RED/BLACK CLOTHING","2020-03-22 15:22:12.0000000","2020-03-22 15:22:17.0000000"
"000397-2016","2016","000397-2016-01",,,,"22","29","Black","Non-Hispanic or Latino","Male","5'09''","160",,,"Brown",,"Black","Medium",,,,,"Trademark: DREADLOCKS","2016-01-01 18:37:42.0000000","2016-01-01 18:37:42.0000000"
"178882-2021","2021","178882-2021-01","FS-24110003-G13",,,"30","40","White","Hispanic or Latino","Male","6'05''","180",,,,,,,,,,,,"2021-10-02 15:56:50.0000000","2021-10-02 15:56:51.0000000"
"046223-2020","2020","046223-2020-02","F2-12990001-C2",,,"17","99","Black",,"Male","5'10''",,,,,,,,,,,,"Clothing Description: BLACK SHIRT, YELLOW PANTS","2020-03-08 21:38:34.0000000","2020-03-08 21:38:37.0000000"
"262460-2018","2018","262460-2018-01","FS-24110003-G13",,,"25","30","Black","Non-Hispanic or Latino","Male","5'07''","160",,,,,,,,,,,"Clothing Description: TAN JACKET, GREY HOODIE, DARK JEANS","2018-12-10 05:46:24.0000000","2020-08-13 20:39:23.0000000"
"162013-2019","2019","162013-2019-01","MC-99999999-H34",,,"17","99","Black","Non-Hispanic or Latino","Male","5'10''",,"Thin",,,,,,,,,,"Clothing Description: WHITE SHIRT, BLUE JEAN SHORTS, RED DUFFLEBAG","2019-08-27 01:26:58.0000000","2019-08-27 01:27:03.0000000"
"019806-2021","2021","019806-2021-02","MA-22990004-F1",,,"0","0","Black",,"Male",,,,,,,,,,,,,,"2021-02-02 18:22:54.0000000","2021-12-05 17:09:06.0000000"
"120394-2018","2018","120394-2018-01","FS-24110003-G1",,,"20","30","Unknown","Unknown","Male","5'59''","165","Light",,,,,,,,,,"Clothing Description: TSHIRT, PANTS","2018-06-04 20:04:31.0000000","2018-06-21 10:09:20.0000000"
"107274-2017","2017","107274-2017-01",,,,"25","25","Black",,"Male","6'00''","165",,,,,,"Short",,,,,"Comments: FLAT TOP HAIR","2017-05-30 15:26:21.0000000","2017-05-30 15:26:21.0000000"
"167348-2019","2019","167348-2019-02","MB-29990042-L99",,,"16","25","White","Non-Hispanic or Latino","Male","6'00''","180",,,,,,,,,,,"Clothing Description: BLACK SHIRT, BLACK AND RED SHORTS, FACE MASK, BLACK GLOVES Trademark: BLACK REVOLVER","2019-08-18 08:37:23.0000000","2019-08-18 08:37:24.0000000"
"058343-2019","2019","058343-2019-02","MB-54990008-V13",,,"18","25","Black",,"Male",,,,,,,,,,,,,,"2019-03-24 11:42:02.0000000","2019-03-24 11:42:02.0000000"
"136445-2021","2021","136445-2021-01","FS-23990194-F194",,,"25","29","Black",,"Male","6'00''",,"Medium","Dark",,,"Black","Short",,,,,"Clothing Description: RED SHIRT/ GREY SWEAT PANTS Trademark: SHORT CURLY HAIR","2021-07-31 16:05:40.0000000","2021-07-31 16:05:41.0000000"
"197775-2021","2021","197775-2021-01","MA-22990004-F1",,,"17","30","White","Unknown","Male",,,,,,,,,,,,,,"2021-11-03 08:15:27.0000000","2021-11-04 08:51:49.0000000"
"187625-2018","2018","187625-2018-02","F2-12990001-C2",,,"30","35","White","Hispanic or Latino","Male",,,,,,,"Black","Short",,,,,,"2018-08-26 09:09:31.0000000","2018-08-26 09:09:34.0000000"
"043692-2017","2017","043692-2017-02",,,,"18","25","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2017-02-25 09:26:45.0000000","2017-02-25 09:26:45.0000000"
"257375-2016","2016","257375-2016-01",,,,"30","30","Black","Non-Hispanic or Latino","Male","5'10''","140","Light","Medium","Unknown",,"Black","Unknown","Unknown","Unshaved","Other",,"Shirt: WHITE Jacket: NONE Pants: SHORTS Shoe: SHOES Hat: CAP Additional Clothing: CLOTHING","2016-10-26 20:08:59.0000000","2016-10-26 20:08:59.0000000"
"005126-2019","2019","005126-2019-01","F3-52130005-D23",,,"20","35","Black",,"Male","6'01''",,,,,,,,,,,,"Clothing Description: BLACK/RED JACKET, BLUE JEANS","2019-01-15 15:02:35.0000000","2019-01-15 15:01:59.0000000"
"124067-2016","2016","124067-2016-02",,,,,,"Black",,"Male",,,,,,,,,,,,,,"2016-05-24 12:00:04.0000000","2016-05-24 12:00:04.0000000"
"216389-2019","2019","216389-2019-01","FS-22990001-E1",,,"17","99","Unknown","Unknown","Male",,,,,,,,,,,,,"Clothing Description: BLACK PANTS, GRAY HOODIE, MULITICOLORED SQUARES BOXERS","2019-10-25 13:55:27.0000000","2019-10-25 13:55:28.0000000"
"244837-2018","2018","244837-2018-02","MB-23990191-F192",,,"25","30","White",,"Male",,,"Thin",,,,"Brown","Long",,,,,"Clothing Description: BLUE HOODIE","2018-11-15 07:32:12.0000000","2018-11-15 07:32:13.0000000"
"141786-2019","2019","141786-2019-03","NA-99999999-Z3",,,"20","25","Black",,"Male",,,,,,,,,,,,,,"2019-07-14 04:08:18.0000000","2019-07-14 04:08:18.0000000"
"225097-2014","2014","225097-2014-02",,,,,,"Black",,"Male",,,,,,,,,,,,,,"2014-09-20 17:22:58.0000000","2014-09-20 17:22:58.0000000"
"214218-2017","2017","214218-2017-01",,,,"20","30","Black","Non-Hispanic or Latino","Male","5'58''","120","Thin",,,,"Black","Short",,"None","N/A",,"Shirt: GREEN HOODIE Jacket: NONE Pants: RED Additional Clothing: AS DESCRIBED","2017-09-19 02:20:48.0000000","2017-09-19 02:20:48.0000000"
"056394-2020","2020","056394-2020-03","F1-12990002-C4",,,"17","99","Black",,"Male",,,,,,,,,,,,,,"2020-03-24 20:21:33.0000000","2020-03-24 20:21:42.0000000"
"020001-2017","2017","020001-2017-01",,,,"21","28","Hispanic or Latino",,"Male",,,,,,,,,,,,,,"2017-01-26 10:23:15.0000000","2017-01-26 10:23:15.0000000"
"047360-2018","2018","047360-2018-01","F1-12990002-C4",,,"20","23","Black","Non-Hispanic or Latino","Male","5'57''","180",,,,,"Black",,,,,,"Clothing Description: RED SHIRT AND BLACK PANTS Trademark: TATTOO BEHIND RIGHT EAR","2018-03-09 04:51:52.0000000","2018-03-09 04:51:54.0000000"
"184349-2020","2020","184349-2020-01","MA-52130007-T40",,,"0","0","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2020-10-16 01:54:42.0000000","2021-02-04 13:41:23.0000000"
"213556-2018","2018","213556-2018-02","MA-22990004-F1",,,"17","99","Black","Non-Hispanic or Latino","Male","5'10''","160",,,,,,,,,,,"Trademark: AFRO HAIR","2018-09-28 12:53:16.0000000","2018-09-28 12:53:19.0000000"
"014913-2019","2019","014913-2019-01","MC-99999999-F151",,,"17","99","White","Hispanic or Latino","Male",,,,,,,,,,,,,"Clothing Description: RED/GRAY HOODIE, BLUE  JEANS, BLACK SHOES OR BOOTS","2019-01-22 20:10:33.0000000","2019-01-22 20:10:34.0000000"
"129044-2021","2021","129044-2021-01","MC-99999999-F154",,,"20","30","White","Hispanic or Latino","Male","5'55''","140","Medium","Ruddy","Brown","No","Black","Short","Unknown","Mustache","Black",,"Clothing Description: GRAY SHIRT Trademark: ASKS TO USE RESTROOM OF CLOSED BUSINESS TO GAIN ENTRY","2021-07-25 13:32:10.0000000","2021-07-25 13:32:22.0000000"
"039478-2020","2020","039478-2020-01","MC-99999999-F151",,,"15","50","Unknown",,"Male",,,"Thin",,,,,,,,,,"Trademark: TALL AND SKINNY MALE","2020-02-29 10:34:58.0000000","2020-02-29 10:34:59.0000000"
"133571-2015","2015","133571-2015-04",,,,"25","35","Hispanic or Latino","Hispanic or Latino","Male",,,,,,,,,,,,,,"2015-06-12 08:03:34.0000000","2015-06-12 08:03:34.0000000"
"186328-2020","2020","186328-2020-01","F1-12990002-C4",,,"20","25","Black","Unknown","Male","5'09''","150","Thin","Dark",,,"Other","Medium",,,,,"Clothing Description: BLUE SHIRT, BLACK BACK PACK, BLUE SHOULDER LENGTH WIG.","2020-10-19 04:17:33.0000000","2020-10-19 04:17:36.0000000"
"195631-2019","2019","195631-2019-03","MA-53990001-H21",,,"30","35","White",,"Male","5'08''","200",,,,,,,,,,,,"2019-09-26 04:24:33.0000000","2019-09-26 04:24:33.0000000"
"227316-2016","2016","227316-2016-01",,,,"45","50","Black","Non-Hispanic or Latino","Male","5'58''","300","Heavy","Dark",,"Yes","N/A","Bald","Deep",,,,"Shirt: BLUE,WHITE,BROWN STRIPPED Jacket: NONE Pants: BLUE JEAN SHORTS","2016-09-21 07:24:11.0000000","2016-09-21 07:24:11.0000000"
"064376-2020","2020","064376-2020-01","MC-99999999-F154",,,"20","25","Black","Non-Hispanic or Latino","Male","5'10''","160","Medium","Dark",,,"Black","Medium",,,,,"Clothing Description: GRAY SWEATS, GRAY SHIRT","2020-04-08 16:19:47.0000000","2020-04-08 16:19:59.0000000"
"253982-2016","2016","253982-2016-03",,,,"20","25","Hispanic or Latino","Hispanic or Latino","Male","5'08''","250","Heavy","Light",,,,,,,,,"Shirt: WHITE SHIRT Jacket: NONE Pants: BLUE JEANS Shoe: NONE","2016-10-22 19:28:30.0000000","2016-10-22 19:28:30.0000000"
"002344-2021","2021","002344-2021-01","FS-22990001-E1",,,"20","30","White","Non-Hispanic or Latino","Male","5'59''","140","Light","Light",,,,,,,,,"Clothing Description: WORE DOCTORS MASK","2021-01-05 21:06:52.0000000","2021-01-05 21:06:53.0000000"
"110912-2020","2020","110912-2020-04","FS-22990001-E1",,,"0","0","White",,"Male",,,,,,,,,,,,,,"2020-06-25 18:29:58.0000000","2020-12-21 13:24:22.0000000"
"038622-2017","2017","038622-2017-02",,,,"20","25","Black","Non-Hispanic or Latino","Male","6'62''","235","Heavy","Dark",,,,,,"None",,,"Jacket: RED AND WHITE Pants: NAVY BLUE SHORTS Shoe: RED AND WHITE JORDANS","2017-02-18 02:13:13.0000000","2017-02-18 02:13:13.0000000"
"097568-2018","2018","097568-2018-01","F2-12990001-C2",,,"10","99","White",,"Male",,,,"Light",,,"Black","Short",,,,,,"2018-05-12 15:30:53.0000000","2018-05-12 15:30:54.0000000"
"012160-2016","2016","012160-2016-01",,,,"18","21","White",,"Male",,,,,,,,,,,,,"Additional Clothing: WEARING ALL BLACK","2016-01-16 18:30:30.0000000","2016-01-16 18:30:30.0000000"
"028608-2020","2020","028608-2020-02","MA-29990043-L100","U",,"17","25","Black","Unknown","Male",,,,,,,,,,,,,,"2020-02-12 11:08:29.0000000","2020-06-02 11:48:50.0000000"
"111235-2019","2019","111235-2019-01",,,,"17","99","Unknown",,"Male",,,,,,,,,,,,,,"2019-06-03 19:35:20.0000000","2019-06-03 19:35:20.0000000"
"126302-2021","2021","126302-2021-01","FS-23990132-F104",,,"0","0","Black","Non-Hispanic or Latino","Male","5'54''","150",,,,,,,,,,,"Clothing Description: BLACK SHIRT, GOLD CHAIN","2021-07-23 15:37:22.0000000","2021-08-12 11:28:53.0000000"
"146617-2016","2016","146617-2016-02",,,,"20","25","Black",,"Male","5'05''",,,,,,,,,,,,"Additional Clothing: RED AND BLUE CLOTHES","2016-06-18 18:09:25.0000000","2016-06-18 18:09:25.0000000"
"112318-2015","2015","112318-2015-02",,,,"16","18","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2015-05-20 01:00:49.0000000","2015-05-20 01:00:49.0000000"
"134715-2020","2020","134715-2020-01","NA-99999999-Z3",,,"20","30","White","Unknown","Male",,,"Thin","Light",,,,"Short",,,,,"Clothing Description: BASEBALL CAP, DARK T-SHIRT, UNKNOWN BOTTOMS","2020-08-08 08:11:07.0000000","2020-08-08 08:11:09.0000000"
"001852-2020","2020","001852-2020-01","FS-22990001-E2",,,"17","99","White","Hispanic or Latino","Male","5'59''","160","Medium","Medium",,,"Black","Unknown","Unknown","Beard","Black",,"Clothing Description: BLACK HOODED JACKET, GREY SHIRT, BLUE JEANS, SILVER CHAINS AROUND NECK","2020-01-05 23:38:15.0000000","2020-01-05 23:38:16.0000000"
"016136-2020","2020","016136-2020-01","NA-99999999-Z25","CLEO",,"17","99","Unknown",,"Male",,,,,,,,,,,,,,"2020-01-26 15:46:07.0000000","2020-01-26 15:46:11.0000000"
"130366-2020","2020","130366-2020-03","F1-12990002-C4",,,"17","40","Black",,"Male",,,,,,,,,,,,,"Comments: RIGHT REAR-PASSENGER, SHOWN A BLACK HAND-GUN Clothing Description: RED T-SHIRT, RED BANDANA","2020-07-25 22:46:46.0000000","2020-07-25 22:46:48.0000000"
"078255-2016","2016","078255-2016-04",,,,,,,,"Male",,,,,,,,,,,,,,"2016-04-02 21:28:25.0000000","2016-04-02 21:28:25.0000000"
"105586-2020","2020","105586-2020-02","F1-12990002-C4",,,"18","20","Black","Non-Hispanic or Latino","Male","5'10''","170","Medium","Dark",,,,,,,,,"Clothing Description: RED BANDANA ON FACE, BLACK WINDBREAKER JACKET","2020-06-16 05:12:52.0000000","2020-06-16 05:12:53.0000000"
"168797-2018","2018","168797-2018-01","F2-22990002-E5",,,"25","30","White",,"Male","6'60''","150","Light",,,,,"Bald",,,,,"Clothing Description: WHITE TANK TOP, BLACK SHORTS Trademark: TATOOS","2018-08-03 06:06:40.0000000","2018-08-03 06:06:41.0000000"
"179662-2017","2017","179662-2017-01",,,,"25","30","White","Non-Hispanic or Latino","Male","5'56''","140","Thin","Light","Unknown",,"Brown","Short","Unknown","None","N/A",,"Shirt: TSHIRT Jacket: STRIPED HOODED JACKET Pants: BLUE JEANS Shoe: WHITE Hat: NONE","2017-08-07 17:27:39.0000000","2017-08-07 17:27:39.0000000"
