"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","address1","address2","city","state","zip","phonenumber","licenseeffectivedate","licenseexpirationdate","businesstypecode","businesstypecodedesc","specialtycode1","specialtycode1desc","specialtycode2","specialtycode2desc","ubi","primaryprincipalname","statuscode","contractorlicensestatus","contractorlicensesuspenddate"
"CAVALIER CONSTRUCTION LLC","CAVALCL022QE","CC","CONSTRUCTION CONTRACTOR","6647 CAVALIER ST SW",,"TUMWATER","WA","98512","3603574607","1998-11-05T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"601907629","GRAHAM, RONALD DEAN","A","ACTIVE",
"EVEN FLO HEATING A/C & REFRIGE","EVENFFH968M7","EC","ELECTRICAL CONTRACTOR","PO BOX 2184",,"LYNNWOOD","WA","98036","4253810400","2004-07-27T00:00:00.000","2024-08-19T00:00:00.000","C","Corporation","6A","HVAC/RFRG",,,"602413851","PUERSCHNER, ALAN A","A","ACTIVE",
"NEW IMAGE HOME RENOVATIONS","NEWIMIH793PK","CC","CONSTRUCTION CONTRACTOR","130 MAIN ST",,"ALGONA","WA","98001","2063554726","2021-10-12T00:00:00.000","2023-10-12T00:00:00.000","I","Individual","01","GENERAL",,,"604812264","MARTINEZ, JOSE EDUARDO","A","ACTIVE",
"DUTSON BUILDERS INC","DUTSOBI837PE","CC","CONSTRUCTION CONTRACTOR","472 West Bearcat Drive",,"SALT LAKE CITY","UT","84115","8019789300","2017-10-05T00:00:00.000","2021-10-08T00:00:00.000","C","Corporation","01","GENERAL",,,"604167356","Dutson, Raphael Richard","E","EXPIRED",
"APEXX PAINT SYSTEMS INC","APEXXPS953JQ","CC","CONSTRUCTION CONTRACTOR","936 Chatham drive SE",,"LACEY","WA","98516","3603492207","2005-04-18T00:00:00.000","2023-10-08T00:00:00.000","C","Corporation","CB","PAINTING/WALLCOVERING",,,"602330373","FOSTER, CLARK JAY","A","ACTIVE",
"TWO ROADS INVESTMENTS INC","TWORORI812PB","CC","CONSTRUCTION CONTRACTOR","PO BOX 30606",,"SEATTLE","WA","98113","2062006800","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","C","Corporation","01","GENERAL",,,"603113898","SLIGAR, SETH ADAM","E","EXPIRED","2021-09-20T00:00:00.000"
"McNamara Pools LLC","MCNAMPL833MG","CC","CONSTRUCTION CONTRACTOR","PO Box 10355",,"YAKIMA","WA","98909","5099455774","2017-07-07T00:00:00.000","2023-07-09T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604141471","Gill, Alissa Kathryn","A","ACTIVE",
"AIR 1 HEATING INC","AIR1H1H950QG","CC","CONSTRUCTION CONTRACTOR","1402 Lake Tapps Pkwy SE","F104-120","AUBURN","WA","980928157","2532275433","2005-11-07T00:00:00.000","2024-01-11T00:00:00.000","C","Corporation","01","GENERAL",,,"602554917","LOVISON, TODD ERIC","A","ACTIVE",
"LEAR ELECTRIC CO INC","LEARECI077MW","EC","ELECTRICAL CONTRACTOR","PO BOX 1570",,"CLACKAMAS","OR","97015","5032550733","1993-07-16T00:00:00.000","2023-08-02T00:00:00.000","C","Corporation","01","GENERAL",,,"601479223","MUMFORD, DAVID G","A","ACTIVE",
"XJ CONSTRUCTION LLC","XJCONCL791CD","CC","CONSTRUCTION CONTRACTOR","9011 Old Hwy 99 SE","trlr 413","OLYMPIA","WA","98501","3608709725","2021-02-04T00:00:00.000","2023-02-04T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604694022","Allen, Matthew Thompson","A","ACTIVE",
"LOWER VALLEY CONTRACTORS LLC","LOWERVC803P7","CC","CONSTRUCTION CONTRACTOR","701 SCOON RD",,"SUNNYSIDE","WA","98944","5098402250","2020-10-27T00:00:00.000","2022-10-27T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604655595","BAZALDUA, JORGE GUADALUPE","S","SUSPENDED","2021-10-08T00:00:00.000"
"PETERSON ELECTRIC INC","PETEREI044BC","EC","ELECTRICAL CONTRACTOR","5622 N MYRTLE",,"SPOKANE","WA","99217","5094891950","1996-01-03T00:00:00.000","2024-01-31T00:00:00.000","C","Corporation","01","GENERAL",,,"601678452","PETERSON, ROBIN S","A","ACTIVE",
"NELSONEVERGREENCONSTRUCTION","NELSO**804PM","CC","CONSTRUCTION CONTRACTOR","102 E Thorn St Lowr",,"COLFAX","WA","99111","5095539692","2020-10-21T00:00:00.000","2022-10-21T00:00:00.000","I","Individual","01","GENERAL",,,"603463408","Nelson, Chip Duane","S","SUSPENDED","2021-10-08T00:00:00.000"
"BROWN'S KUSTOM EXTERIORS LLC","BROWNKE815PH","CC","CONSTRUCTION CONTRACTOR","1639 NW 8TH AVE",,"CAMAS","WA","98607","3607732285","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603371935","BROWN JR, BENNY JOE","E","EXPIRED","2020-10-08T00:00:00.000"
"ALPHA VIDEO AND AUDIO INC","ALPHAVA823DT","CC","CONSTRUCTION CONTRACTOR","7690 GOLDEN TRIANGLE DR",,"EDEN PRAIRIE","MN","55344","9528969898","2018-03-22T00:00:00.000","2024-03-22T00:00:00.000","C","Corporation","01","GENERAL",,,"604053614","GROVES, KEVIN MICHAEL","A","ACTIVE",
"M&S WOODWORKING","MSWOOW*814PH","CC","CONSTRUCTION CONTRACTOR","31029 N 10th St",,"SPIRIT LAKE","ID","83869","2087048309","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","I","Individual","SB","Cabinets, Millwork and Finish Carpentry",,,"604369423","Hines, Michael Allen","E","EXPIRED",
"BOCANEGRA CONSTRUCTION LLC","BOCANCL801BH","CC","CONSTRUCTION CONTRACTOR","442 N 7TH AVE",,"WALLA WALLA","WA","99362","5092008665","2020-01-08T00:00:00.000","2024-01-11T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604557471","BOCANEGRA-MENDOZA, THALIA G","A","ACTIVE",
"SEAL & SHINE LLC","SEALSSL834K5","CC","CONSTRUCTION CONTRACTOR","6105 S MAGNOLIA",,"SPOKANE","WA","99223","5095993182","2017-05-25T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604105333","TAPPA, WENDY JEAN","E","EXPIRED","2021-06-23T00:00:00.000"
"ALEGRIA CONSTRUCTION","ALEGRC*805MN","CC","CONSTRUCTION CONTRACTOR","1660 S 333RD ST TRLR 44",,"FEDERAL WAY","WA","98003","2062652929","2020-07-15T00:00:00.000","2024-07-15T00:00:00.000","I","Individual","01","GENERAL",,,"604623878","GARCIA ALEGRIA, NOE","A","ACTIVE",
"WATER DOGS PLUMBING INC","WATERDP797PG","PC","PLUMBING CONTRACTOR","16436 W PRAIRIE AVE",,"HAUSER","ID","83854","2086679217","2021-10-22T00:00:00.000","2023-10-22T00:00:00.000","C","Corporation","02","RESIDENTIAL",,,"603523462","THOMAS, DALE PATRICK","A","ACTIVE",
"PMI IOWA LLC","PMIIOIL790K7","LC","ELEVATOR CONTRACTOR","3692 N DAYTON AVE",,"AMES","IA","50010","5152322838","2021-05-25T00:00:00.000","2023-05-25T00:00:00.000",,,"AL","ALL AREAS",,,"603046930",,"A","ACTIVE",
"Custom Home Solutions LLC","CUSTOHS916BF","CC","CONSTRUCTION CONTRACTOR","1625 E 72nd St Ste 700","PMB #137","TACOMA","WA","98404","2533011809","2009-01-06T00:00:00.000","2023-01-30T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602882618","Ladwig, Timothy Brian","A","ACTIVE",
"POLYFESSIONAL CONCRETE LLC","POLYFCL817O4","CC","CONSTRUCTION CONTRACTOR","29225 MILITARY RD S","A-11","FEDERAL WAY","WA","98003","2534576913","2019-09-24T00:00:00.000","2024-07-13T00:00:00.000","L","Limited Liability Company","BI","CONCRETE",,,"604495091","MANU, TEVITA T","A","ACTIVE",
"MCCORMICK HOMES LLC","MCCORHL925K2","CC","CONSTRUCTION CONTRACTOR","13416 NE 97TH ST",,"REDMOND","WA","98052","4256812355","2008-05-22T00:00:00.000","2018-01-11T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603236072","MCCORMICK, JOHN LOUIS","R","RE-LICENSED","2016-06-22T00:00:00.000"
"Magic Hardwood LLC","MAGICHL862BP","CC","CONSTRUCTION CONTRACTOR","P.O. 3041",,"LYNNWOOD","WA","98037","4255088521","2014-01-17T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603358208","Kukhotskiy, Dmitriy Petro","A","ACTIVE",
"WILLRYE LLC","WILLRL*785JK","CC","CONSTRUCTION CONTRACTOR","3717 E APPALOOSA AVE",,"CHATTAROY","WA","99003","5092165222","2022-04-12T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604887194","HOOLEY, WILLIAM RYAN","A","ACTIVE",
"GRONILLO CONSTRUCTION LLC","GRONICL822BK","CC","CONSTRUCTION CONTRACTOR","310 N 34th St",,"YAKIMA","WA","98901","5094248381","2018-01-12T00:00:00.000","2024-01-13T00:00:00.000","L","Limited Liability Company","BI","CONCRETE",,,"604174495","Gronillo JR, Paul Alexes","A","ACTIVE",
"D B Construction","DBCONBC852N5","CC","CONSTRUCTION CONTRACTOR","1810 W. Ford Loop Rd",,"ELMA","WA","98541","3604800730","2015-08-25T00:00:00.000","2023-10-08T00:00:00.000","I","Individual","01","GENERAL",,,"603535430","Beeler, Douglas Ervin","A","ACTIVE",
"AUCKLAND PLUMBING INC","AUCKLPI027MO","CC","CONSTRUCTION CONTRACTOR","PO BOX 1305",,"LYMAN","WA","98263","3603914205","1998-07-20T00:00:00.000","2022-11-30T00:00:00.000","C","Corporation","AD","PLUMBING",,,"601882501","AUCKLAND, RONALD CHRIS","S","SUSPENDED","2021-10-08T00:00:00.000"
"JD COMMERCIAL BUILDERS INC","JDCOMCB792ON","CC","CONSTRUCTION CONTRACTOR","POBOX 6479",,"BEND","OR","97708","9492918246","2021-10-01T00:00:00.000","2023-10-01T00:00:00.000","C","Corporation","01","GENERAL",,,"604794449","SCOLMAN, JEFFREY ALAN","A","ACTIVE",
"Green City Concrete LLC","GREENCC894LT","CC","CONSTRUCTION CONTRACTOR","12213 14th ST NE",,"LAKE STEVENS","WA","98258","4252314041","2011-06-30T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603101903","Larson, Gregory Eugene","E","EXPIRED","2020-03-05T00:00:00.000"
"SLACK'S CUSTOM LANDSCAPES","SLACKCL930D1","CC","CONSTRUCTION CONTRACTOR","2538 RD F NE",,"MOSES LAKE","WA","98837","5097603901","2007-03-21T00:00:00.000","2023-05-25T00:00:00.000","I","Individual","01","GENERAL",,,"602016284","SLACK, STEVE L","R","RE-LICENSED",
"BOVARD STUDIO INC","BOVARSI798KS","CC","CONSTRUCTION CONTRACTOR","2281 Business 34",,"FAIRFIELD","IA","52556","6414722824","2021-06-25T00:00:00.000","2023-06-25T00:00:00.000","C","Corporation","BP","GLAZING/GLASS",,,"601636897","CHOJNOWSKI, BURT A","A","ACTIVE",
"RORE INC","ROREII*900C5","CC","CONSTRUCTION CONTRACTOR","5151 SHOREHAM PL","STE 260","SAN DIEGO","CA","92122","8584047393","2010-02-23T00:00:00.000","2024-03-19T00:00:00.000","C","Corporation","01","GENERAL",,,"602989882","MURTHY, GITA","A","ACTIVE",
"METRO GROUP LLC","METROGL947MP","CC","CONSTRUCTION CONTRACTOR","1045 Andover Park East","#200","TUKWILA","WA","98188","8007573469","2006-08-01T00:00:00.000","2022-08-25T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602623395","Conserve Energy, L","E","EXPIRED",
"PYE-BARKER FIRE AND SAFETY LLC","PYEBAFS807DO","CC","CONSTRUCTION CONTRACTOR","2500 Northwinds Pkwy","#200","ALPHARETTA","GA","30009","6788050155","2020-03-20T00:00:00.000","2024-03-20T00:00:00.000","L","Limited Liability Company","BO","FIRE PROTECT SYSTEM",,,"604541987","BRINKMAN, JASON LEE","A","ACTIVE",
"ANDERSON ELECTRIC CONST LLC","ANDEREC852P6","EC","ELECTRICAL CONTRACTOR","2622 NW 29TH AVE",,"CAMAS","WA","98607","9712215978","2015-10-26T00:00:00.000","2023-11-19T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603550117","ANDERSON, ANTHONY D","A","ACTIVE",
"UNITED FLOOR COVERING LLC","UNITEFC980BU","CC","CONSTRUCTION CONTRACTOR","3006 W MARK CT",,"SPOKANE","WA","99208","5093286736","2002-01-31T00:00:00.000","2024-02-03T00:00:00.000","C","Corporation","01","GENERAL",,,"602164559","SPRING, JANICE KAE","A","ACTIVE",
"IN CONCRETE CONSTRUCTION","CONCRC*990OA","CC","CONSTRUCTION CONTRACTOR","1519  Puget St",,"SHELTON","WA","98584","3609709279","2001-09-01T00:00:00.000","2024-01-11T00:00:00.000","I","Individual","BI","CONCRETE",,,"602143779","DALTON, JACK B","A","ACTIVE",
"PACIFIC INDUSTRIAL MAINT LLC","PACIFIM823B4","CC","CONSTRUCTION CONTRACTOR","PO Box 644",,"SPANAWAY","WA","98387","2533556385","2018-01-24T00:00:00.000","2024-01-24T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604206484","Gardner, Robert Dewight","A","ACTIVE",
"TRUE LIGHT ELECTRIC INC","TRUELEI044CN","EC","ELECTRICAL CONTRACTOR","PO BOX 731329",,"PUYALLUP","WA","98373","2534461060","1996-02-15T00:00:00.000","2024-02-15T00:00:00.000","C","Corporation","01","GENERAL",,,"601638821","SIMMONS, SCOTT A","A","ACTIVE",
"GEMSTONE ISLAND CO","GEMSTIC826OE","CC","CONSTRUCTION CONTRACTOR","10921 10th Dr SE",,"Everett","WA","98208","4253456395","2018-09-05T00:00:00.000","2024-01-11T00:00:00.000","C","Corporation","RE","Tile, Ceramic, Mosaic, Natural and MFG Stone",,,"604325885","SAVANCHUK, VIKTOR","A","ACTIVE",
"INGRAHAM WOOD FLOORING","INGRAWF813PH","CC","CONSTRUCTION CONTRACTOR","1357 STEFFEN PLACE",,"CAMANO ISLAND","WA","98282","4252448286","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","I","Individual","SK","Floor Covering and Counter Tops",,,"603251846","INGRAHAM, DAVID CHARLES","E","EXPIRED","2020-09-08T00:00:00.000"
"GORGE CUSTOM BUILDING LLC","GORGECB811PH","CC","CONSTRUCTION CONTRACTOR","PO BOX 386",,"DALLESPORT","WA","98617","5419801891","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604510111","MACLEOD, BENJAMIN AARON","E","EXPIRED",
"SOUND MECHANICAL INC","SOUNDMI132RH","CC","CONSTRUCTION CONTRACTOR","8008 CHICO WAY NW",,"BREMERTON","WA","98312","3606983574","1987-12-08T00:00:00.000","2024-02-17T00:00:00.000","C","Corporation","01","GENERAL",,,"600593883","HEIKE, JEFF ALLEN","A","ACTIVE",
"AQUALINE PLBG ELEC & HTNG LLC","AQUALPE813B9","EC","ELECTRICAL CONTRACTOR","1138 Industry Dr",,"TUKWILA","WA","98188","2062037475","2019-01-29T00:00:00.000","2023-01-29T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604140614","ELHASID, NIV","A","ACTIVE",
"BLU'S CONSTRUCTION","BLUSCC*815PH","CC","CONSTRUCTION CONTRACTOR","24216 6TH PL W",,"BOTHELL","WA","98021","4253195513","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","I","Individual","HM","HANDYMAN",,,"604433921","HENNERBERG, DONALD LEE","E","EXPIRED","2020-10-08T00:00:00.000"
"GONZALEZ FLOOR COVERING","GONZAFC884PH","CC","CONSTRUCTION CONTRACTOR","3108 S MAMER RD",,"SPOKANE VALLEY","WA","99216","5093851469","2012-10-08T00:00:00.000","2021-10-08T00:00:00.000","I","Individual","SK","Floor Covering and Counter Tops",,,"603223761","GONZALEZ, ESTEBAN MEJIA","E","EXPIRED",
"LAKE CHELAN GC","LAKECCG782JF","CC","CONSTRUCTION CONTRACTOR","PO BOX 2581",,"CHELAN","WA","98816","5096825281","2022-04-12T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604722825","HUNT, SCOTT","A","ACTIVE",
"PGT SND RODENT EXCLUS SPEC LLC","PGTSNSR902JR","CC","CONSTRUCTION CONTRACTOR","PO BOX 77305",,"Shoreline","WA","98177","4252134575","2010-04-19T00:00:00.000","2023-10-27T00:00:00.000","L","Limited Liability Company","SZ","Structural Pest Control",,,"602960364","OLAND, ERIK HARLAND","A","ACTIVE",
"JIM HESTAND CONTRACTING","JIMHEC*088KO","CC","CONSTRUCTION CONTRACTOR","20802 NE 87TH AVE",,"BATTLE GROUND","WA","98604","3602560722","1992-05-20T00:00:00.000","2023-10-27T00:00:00.000","I","Individual","01","GENERAL",,,"600611479","HESTAND, JAMES PRESTON","A","ACTIVE",
"NORTHWEST BOTANICAL LNDSCP SVC","NORTHBL811L7","CC","CONSTRUCTION CONTRACTOR","507 3RD ST",,"MUKILTEO","WA","98275","4257720253","2019-06-27T00:00:00.000","2023-10-27T00:00:00.000","I","Individual","01","GENERAL",,,"600064467","VANDENAKKER, EMILE JAN","A","ACTIVE",
"NISQUALLY COMM SRVC GOVT CORP","NISQUCS835RO","CC","CONSTRUCTION CONTRACTOR","12820 Yelm Hwy SE","Ste B","OLYMPIA","WA","98513","3604642893","2017-12-20T00:00:00.000","2023-12-20T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604199532","Iyall, Charles","A","ACTIVE",
"DENALI SIDING LLC","DENALSL787BJ","CC","CONSTRUCTION CONTRACTOR","6805 MORGAN RD","UNIT A","EVERETT","WA","98203","4252995515","2022-01-11T00:00:00.000","2024-01-11T00:00:00.000","L","Limited Liability Company","SW","Siding",,,"604849180","STOLYARCHUK, SERGIY","A","ACTIVE",
"BKSW CONTRACTING","BKSWCC*816D9","CC","CONSTRUCTION CONTRACTOR","24312 NE 224TH ST",,"BATTLE GROUND","WA","98604","3602410868","2019-03-29T00:00:00.000","2023-10-27T00:00:00.000","I","Individual","01","GENERAL",,,"604406685","FOSTER, ROBERT ALAN","A","ACTIVE",
"G A SCALZO INC","GSCALI*116P6","CC","CONSTRUCTION CONTRACTOR","PO BOX 2018",,"SNOQUALMIE","WA","980652018","4258881601","1989-10-26T00:00:00.000","2023-11-05T00:00:00.000","C","Corporation","01","GENERAL",,,"601206343","SCALZO, GERALD ANTHONY","A","ACTIVE",
"LIVELY, LES","LIVELL*013R3","CC","CONSTRUCTION CONTRACTOR","1020 OAK ST",,"HOOD RIVER","OR","97031","5413865179","1999-12-23T00:00:00.000","2023-11-06T00:00:00.000","I","Individual","01","GENERAL",,,"602000569","LIVELY, LESLIE EDMOND","A","ACTIVE",
"FREYSSINET INC","FREYSI*839QG","CC","CONSTRUCTION CONTRACTOR","44880 Falcon Place","Suite 100","STERLING","VA","20166","7033782500","2017-11-07T00:00:00.000","2023-11-07T00:00:00.000","C","Corporation","01","GENERAL",,,"602917573","Louis, Michael Bernard","A","ACTIVE",
"ENVIROPRO LLC","ENVIRL*784JK","CC","CONSTRUCTION CONTRACTOR","6710 N CATLIN AVE",,"PORTLAND","OR","97203","5034779890","2022-03-23T00:00:00.000","2024-03-23T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604851216","STEEN, LORELEI ELIZABETH","A","ACTIVE",
"TREESOURCE INC","TREESI*910JB","CC","CONSTRUCTION CONTRACTOR","PO BOX 25413",,"FEDERAL WAY","WA","98093","2538381836","2009-04-02T00:00:00.000","2023-11-18T00:00:00.000","C","Corporation","RF","Tree Removal Service",,,"602359575","HANEY, ZEBADIAH JOHN","A","ACTIVE",
"AMES LAKE CONSTRUCTION LLC","AMESLLC815PW","CC","CONSTRUCTION CONTRACTOR","4155 W Ames Lake Dr NE",,"REDMOND","WA","98053","2069199362","2019-10-16T00:00:00.000","2023-10-16T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604506664","FISCHER, MICHAEL ALLAN","A","ACTIVE",
"LEADING EDGE LLC","LEADIEL817P5","CC","CONSTRUCTION CONTRACTOR","26408 Lola Pl NE",,"KINGSTON","WA","98346","3606210094","2019-10-25T00:00:00.000","2023-10-25T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604517958","HITCHINGS, MIKE ANTHONY","A","ACTIVE",
"MV GENERAL CONTRACTOR","MVGENGC837PL","CC","CONSTRUCTION CONTRACTOR","3817 S TYLER ST APT A",,"TACOMA","WA","98409","2532277814","2017-10-13T00:00:00.000","2023-10-13T00:00:00.000","I","Individual","01","GENERAL",,,"603335356","MIKSHANSKIY, VIKTOR","A","ACTIVE",
"OLYMPIC HEATING & COOLING LLC","OLYMPHC986BA","CC","CONSTRUCTION CONTRACTOR","181 S E MORGAN ROAD",,"SHELTON","WA","98584","3604269945","2002-01-01T00:00:00.000","2024-01-01T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602167077","ROBBINS, DONALD RAY","A","ACTIVE",
"DAN CONSTRUCTION LLC","DANCOCL853QL","CC","CONSTRUCTION CONTRACTOR","20002 Mountain HWY E Apt G101",,"SPANAWAY","WA","98387","2533550806","2015-11-13T00:00:00.000","2023-11-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603525979","Burduja, Dan V","A","ACTIVE",
"INLINE NW","INLINN*815P1","CC","CONSTRUCTION CONTRACTOR","6913 201st St Ct E",,"SPANAWAY","WA","98387","2533630615","2019-10-21T00:00:00.000","2023-10-21T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604462596","Devers, Nicholas Steele","A","ACTIVE",
"BROWN BUILT HOMES INC","BROWNBH784BJ","CC","CONSTRUCTION CONTRACTOR","7651 CHICO WAY NW",,"BREMERTON","WA","98312","3606216648","2022-01-11T00:00:00.000","2024-01-11T00:00:00.000","C","Corporation","01","GENERAL",,,"604837976","BROWN, BRIAN DAVID","A","ACTIVE",
"FINAL VISION INC","FINALVI930O4","CC","CONSTRUCTION CONTRACTOR","PO BOX 3118",,"BELFAIR","WA","98528","3608015681","2007-09-24T00:00:00.000","2023-11-19T00:00:00.000","C","Corporation","01","GENERAL",,,"602591926","SCHAUER, JASON P","A","ACTIVE",
"TINNEY'S PAINTING","TINNEP*810P2","CC","CONSTRUCTION CONTRACTOR","20418 80TH AVE CT E",,"SPANAWAY","WA","98387","2532028626","2019-10-22T00:00:00.000","2023-10-22T00:00:00.000","I","Individual","CB","PAINTING/WALLCOVERING",,,"604519748","TINNEY, DANIEL JAMES","A","ACTIVE",
"KT'S CONSTRUCTION SERVICES LLC","KTSCOCS813PH","CC","CONSTRUCTION CONTRACTOR","36603 N TERESA LANE",,"BENTON CITY","WA","99320","5095543107","2019-10-08T00:00:00.000","2023-10-09T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604516686","LAUBE JR, DAVID EUGENE","A","ACTIVE",
"RAICON INC","RAICOI*941B7","CC","CONSTRUCTION CONTRACTOR","38717 NE 187TH AVE",,"AMBOY","WA","98601","3609213873","2006-01-27T00:00:00.000","2024-05-10T00:00:00.000","C","Corporation","01","GENERAL",,,"602568774","RAISANEN, GERALD MARVIN","A","ACTIVE",
"GRANITE MILL","GRANIM*914JO","CC","CONSTRUCTION CONTRACTOR","PO BOX 66120",,"SEATTLE","WA","98166","2062120440","2009-04-20T00:00:00.000","2023-11-04T00:00:00.000","C","Corporation","01","GENERAL",,,"602730099","LARSSON, JOSEF VILHELM NAMODI","A","ACTIVE",
"ADVANCED PROT & TECH LLC","ADVANPT910RN","EC","ELECTRICAL CONTRACTOR","2724 NW 117TH WAY",,"VANCOUVER","WA","98685","3607138844","2009-12-15T00:00:00.000","2023-12-15T00:00:00.000","L","Limited Liability Company","06","LIMITED ENERGY",,,"602968297","SALDONE, TRACE A","A","ACTIVE",
"PRECISION CONTRNG / CNCRT LLC","PRECICC800ML","CC","CONSTRUCTION CONTRACTOR","5313 N CALVIN RD",,"SPOKANE VALLEY","WA","99216","5098861150","2020-07-13T00:00:00.000","2022-07-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604617465","SISK, TRAVIS EARL","E","EXPIRED","2022-04-12T00:00:00.000"
"HOOKER PAINTING INC","HOOKEPI833QC","CC","CONSTRUCTION CONTRACTOR","1621 CENTER ST",,"SHELTON","WA","98584","3604905407","2017-11-03T00:00:00.000","2023-11-03T00:00:00.000","C","Corporation","CB","PAINTING/WALLCOVERING",,,"604183132","Hooker, David Allan","A","ACTIVE",
"MPM SIDING","MPMSIS*920MN","CC","CONSTRUCTION CONTRACTOR","821 SW 349TH WAY",,"FEDERAL WAY","WA","98023","2532054694","2008-07-15T00:00:00.000","2024-07-18T00:00:00.000","I","Individual","SW","Siding",,,"602835235","MARTYNYUK, PETRO","A","ACTIVE",
"RADNIECKI CONSTRUCTION","RADNIC*826BJ","CC","CONSTRUCTION CONTRACTOR","1908 186TH AVE E",,"LAKE TAPPS","WA","98391","2533801333","2018-01-11T00:00:00.000","2024-01-11T00:00:00.000","I","Individual","01","GENERAL",,,"604194574","RADNIECKI, RANDOLPH PAUL","A","ACTIVE",
"C&A GENERAL CONTRACTOR","CGENEGC794MR","CC","CONSTRUCTION CONTRACTOR","412 CENTER RD","APT D-4","EVERETT","WA","98204","4254965640","2021-07-19T00:00:00.000","2023-07-19T00:00:00.000","I","Individual","01","GENERAL",,,"604743675","CORTES GALAZ, ANDRES","S","SUSPENDED","2022-07-13T00:00:00.000"
"A & W CONSTRUCTION INC","AWCONI*120D8","CC","CONSTRUCTION CONTRACTOR","7817 110TH ST N W",,"GIG HARBOR","WA","983326809","2538572192","1988-03-28T00:00:00.000","2021-10-09T00:00:00.000","C","Corporation","01","GENERAL",,,"601058660","WRIGHT, ALBERT ARTHUR","E","EXPIRED","2020-03-07T00:00:00.000"
